id,Game Title,Year,Publisher,North America,Europe,Japan,Rest of World,Global,Number of Reviews,Summary,Wishlist,Platform,Genre,Rating
2524,Rugrats: Search For Reptar,1998.0,THQ,1.63,1.53,0.0,0.18,3.34,100.0,,100.0,PS,Adventure,7.0
2525,Saka-Tsuku DS: Touch and Direct,2008.0,Sega,0.0,0.0,0.23,0.0,0.23,100.0,,100.0,DS,Sports,7.190055236686483
2526,Junior Classic Games,2009.0,Avanquest,0.26,0.09,0.0,0.03,0.39,100.0,,100.0,DS,Misc,6.964382028652021
2527,Call Of Duty 2: Big Red One,2005.0,Activision,1.48,0.92,0.01,0.26,2.67,100.0,,100.0,PS2,Shooter,7.845000000000001
2528,Hurry Up Hedgehog!,2009.0,O-Games,0.02,0.0,0.0,0.0,0.02,100.0,,100.0,DS,Racing,7.240973286721386
2529,Jet Force Gemini,1999.0,Nintendo,0.78,0.28,0.07,0.02,1.16,100.0,,100.0,N64,Shooter,8.7
2530,A Ressha de Gyoukou 2001,2001.0,ArtDink,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,PS2,Simulation,6.8019154621249625
2531,Jampack Summer '99,1999.0,Sony Computer Entertainment,0.54,0.36,0.0,0.06,0.96,100.0,,100.0,PS,Misc,6.3
2532,ESPN NFL 2K5,2004.0,Sega,2.15,0.12,0.0,0.36,2.62,100.0,,100.0,PS2,Sports,8.803
2533,The King of Fighters '97,1998.0,SNK,0.0,0.0,0.16,0.01,0.17,100.0,,100.0,PS,Fighting,7.230900245092689
2534,Army Men: Sarge's Heroes,1999.0,3DO,0.68,0.12,0.0,0.01,0.81,100.0,,100.0,N64,Action,6.79174650184046
2535,MAPLUS: Portable Navi,2006.0,Edia,0.0,0.0,0.07,0.0,0.07,100.0,,100.0,PSP,Misc,6.547263185904635
2536,Bratz: Forever Diamondz,2006.0,THQ,0.43,0.88,0.0,0.18,1.48,100.0,,100.0,DS,Adventure,7.503053664162468
2537,Dance Central,2010.0,MTV Games,2.15,0.77,0.01,0.26,3.19,100.0,,100.0,X360,Misc,7.850892687711148
2538,Pheasants Forever Wingshooter,2010.0,Unknown,0.03,0.02,0.0,0.0,0.06,100.0,,100.0,Wii,Shooter,7.006141209944576
2539,I.Q. Remix+: Intelligent Qube,2000.0,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PS2,Puzzle,6.8523374552706
2540,Ouchi Mainichi Tamagotchi,2012.0,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,100.0,,100.0,3DS,Action,6.53725142217084
2541,Prey,2006.0,Take-Two Interactive,0.27,0.03,0.0,0.03,0.32,100.0,,100.0,X360,Shooter,7.167147181509426
2542,Yanya Caballista: City Skater,2001.0,Tecmo Koei,0.02,0.02,0.0,0.01,0.05,100.0,,100.0,PS2,Sports,7.242753538338685
2543,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,2010.0,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,100.0,,100.0,DS,Sports,7.219305193281862
2544,Natsuiro no Sunadokei,2002.0,Princess Soft,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PS2,Adventure,6.899788954937412
2545,Rescue Heroes: Billy Blazes,2003.0,Vivendi Games,0.06,0.02,0.0,0.0,0.08,100.0,,100.0,GBA,Action,6.863346473501709
2546,.hack//Outbreak Part 3,2002.0,Atari,0.14,0.11,0.17,0.04,0.46,100.0,,100.0,PS2,Role-Playing,7.733799438659274
2547,Karate,1980.0,Ultravision,0.44,0.03,0.0,0.0,0.47,100.0,,100.0,2600,Fighting,7.355744390836641
2548,F.E.A.R. 2: Project Origin,2009.0,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.53,100.0,,100.0,X360,Shooter,7.178496981092311
2549,Striker 96,1995.0,Time Warner Interactive,0.04,0.03,0.0,0.01,0.08,100.0,,100.0,PS,Sports,6.655653885137291
2550,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,2010.0,D3Publisher,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PSP,Misc,6.672230750267199
2551,Babysitting Mania,2008.0,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,100.0,,100.0,DS,Simulation,6.932977940519277
2552,Gallop Racer (JP),1996.0,Tecmo Koei,0.04,0.03,0.16,0.02,0.24,100.0,,100.0,PS,Sports,7.014571995104959
2553,Paper Mario,2000.0,Nintendo,0.58,0.18,0.59,0.02,1.38,100.0,,100.0,N64,Role-Playing,8.172947188430875
2554,Shin Super Robot Taisen Special Disk,1997.0,Banpresto,0.0,0.0,0.3,0.02,0.32,100.0,,100.0,PS,Strategy,7.58910482238083
2555,Disney Tangled,2010.0,Disney Interactive Studios,0.58,0.37,0.0,0.09,1.04,100.0,,100.0,DS,Action,6.890214818803453
2556,Yakuza,2005.0,Sega,0.03,0.02,0.74,0.01,0.8,100.0,,100.0,PS2,Action,6.387331084385732
2557,Dragon Age: Origins - Ultimate Edition,2010.0,Electronic Arts,0.0,0.12,0.0,0.02,0.14,100.0,,100.0,PC,Role-Playing,7.154198547048233
2558,Doko Demo Issho: Let's Gakkou!,2006.0,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PSP,Misc,6.795567161563184
2559,Naval Assault: The Killing Tide,2010.0,505 Games,0.08,0.07,0.0,0.02,0.17,100.0,,100.0,X360,Simulation,6.966910642275444
2560,Wild ARMs: Alter Code F,2003.0,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09,100.0,,100.0,PS2,Role-Playing,7.363505083336769
2561,Boktai: The Sun is in Your Hand,2003.0,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15,100.0,,100.0,GBA,Role-Playing,7.205033042794002
2562,Itadaki Street DS,2007.0,Square Enix,0.0,0.0,0.41,0.0,0.41,100.0,,100.0,DS,Misc,6.772973971610891
2563,World Tour Soccer,2005.0,Sony Computer Entertainment,0.1,0.63,0.0,0.34,1.07,100.0,,100.0,PSP,Sports,6.918207446701326
2564,LocoRoco 2,2008.0,Sony Computer Entertainment,0.21,0.09,0.01,0.05,0.36,100.0,,100.0,PSP,Platform,7.1521978074580215
2565,Practise English!,2007.0,Nintendo,0.0,0.0,0.73,0.0,0.73,100.0,,100.0,DS,Misc,6.786673789950157
2566,Teddy Together,2016.0,Nintendo,0.0,0.02,0.0,0.0,0.02,100.0,,100.0,3DS,Simulation,7.174807002487303
2567,GunParade Orchestra: Midori no Shou,2006.0,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PS2,Adventure,6.907185308043346
2568,Squinkies 2: Adventure Mall Surprize!,2011.0,Activision,0.1,0.0,0.0,0.01,0.1,100.0,,100.0,DS,Platform,7.178799796041666
2569,The Lord of the Rings: The Battle for Middle-Earth,2004.0,Electronic Arts,0.01,0.06,0.0,0.01,0.08,100.0,,100.0,PC,Strategy,7.36882882433501
2570,Fight Night Round 2,2005.0,Electronic Arts,0.72,0.03,0.0,0.12,0.87,100.0,,100.0,PS2,Fighting,8.731
2571,Chronicles of Mystery: The Secret Tree of Life,2011.0,City Interactive,0.03,0.04,0.0,0.01,0.08,100.0,,100.0,DS,Adventure,7.346182527745588
2572,Dragon's Lair,2010.0,Destineer,0.02,0.0,0.0,0.0,0.02,100.0,,100.0,DS,Platform,7.015786856369148
2573,Legend of the Guardians: The Owls of Ga'Hoole,2010.0,Warner Bros. Interactive Entertainment,0.11,0.02,0.0,0.01,0.14,100.0,,100.0,DS,Action,7.011426183615713
2574,Dead or Alive Ultimate,2004.0,Tecmo Koei,0.3,0.1,0.08,0.02,0.5,100.0,,100.0,XB,Fighting,7.905895886031335
2575,Naval Ops: Commander,2004.0,Tecmo Koei,0.03,0.02,0.0,0.01,0.05,100.0,,100.0,PS2,Simulation,6.944567724214812
2576,Philosoma,1995.0,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.05,100.0,,100.0,PS,Shooter,6.922657358191733
2577,Space Raiders,2003.0,Taito,0.01,0.0,0.0,0.0,0.01,100.0,,100.0,GC,Shooter,6.925539509012028
2578,Dragon Valor,1999.0,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,100.0,,100.0,PS,Role-Playing,7.165644430619485
2579,Rampage: Total Destruction,2006.0,Midway Games,0.31,0.08,0.0,0.01,0.4,100.0,,100.0,GC,Action,6.913492492756431
2580,Robo Pit,1995.0,Kokopeli Digital Studios,0.02,0.01,0.0,0.0,0.03,100.0,,100.0,PS,Fighting,7.008476452655726
2581,Monster Trucks,2004.0,Majesco Entertainment,0.43,0.16,0.0,0.01,0.6,100.0,,100.0,GBA,Racing,7.012640673008875
2582,Lego Star Wars: The Force Awakens,2016.0,Warner Bros. Interactive Entertainment,0.14,0.32,0.0,0.08,0.54,100.0,,100.0,PS4,Action,7.099124309280603
2583,Air Traffic Chaos,2007.0,Ertain,0.05,0.0,0.0,0.0,0.05,100.0,,100.0,DS,Simulation,7.063883029483231
2584,Dawn of Discovery,2009.0,Ubisoft,0.0,0.32,0.0,0.07,0.39,100.0,,100.0,PC,Simulation,6.901690150174636
2585,Bomberman II,1991.0,Hudson Soft,0.16,0.03,0.15,0.1,0.44,100.0,,100.0,NES,Puzzle,7.351257491302585
2586,Puppy Luv: Spa and Resort,2007.0,Activision,0.4,0.0,0.0,0.03,0.44,100.0,,100.0,DS,Simulation,6.973355919554872
2587,MLB 2002,2001.0,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.43,100.0,,100.0,PS,Sports,6.601752055956451
2588,Age of Empires: Mythologies,2008.0,THQ,0.17,0.03,0.0,0.02,0.22,100.0,,100.0,DS,Strategy,7.164202124509946
2589,Hogs of War,2000.0,Infogrames,0.01,0.01,0.0,0.0,0.02,100.0,,100.0,PS,Strategy,6.987157808628448
2590,Disney's Kim Possible 3: Team Possible,2005.0,Disney Interactive Studios,0.33,0.12,0.0,0.01,0.46,100.0,,100.0,GBA,Platform,6.858572630391032
2591,Star Wars Episode I: The Phantom Menace,1999.0,LucasArts,0.72,0.89,0.04,0.1,1.74,100.0,,100.0,PS,Adventure,6.7
2592,Jake Power: Handyman,2008.0,Ubisoft,0.06,0.0,0.0,0.0,0.07,100.0,,100.0,DS,Adventure,7.255932542172803
2593,Lunar: Silver Star Harmony,2009.0,GungHo,0.19,0.0,0.03,0.02,0.24,100.0,,100.0,PSP,Role-Playing,7.186277585306999
2594,Kaidan Restaurant: Ura Menu 100-Sen,2010.0,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,100.0,,100.0,DS,Misc,6.802512995248168
2595,Barbie as the Princess and the Pauper,2004.0,Vivendi Games,0.01,0.0,0.0,0.0,0.02,100.0,,100.0,GBA,Adventure,7.242870515983762
2596,The King of Fighters 02/03,2005.0,SNK,0.03,0.03,0.0,0.01,0.07,100.0,,100.0,PS2,Fighting,7.192191906145377
2597,Keshisasu-Kun: Battle Kas-tival,2010.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,DS,Action,6.732260547166339
2598,LEGO Battles: Ninjago,2011.0,Warner Bros. Interactive Entertainment,1.07,0.36,0.0,0.12,1.55,100.0,,100.0,DS,Strategy,7.656045045408933
2599,Supreme Commander,2008.0,505 Games,0.07,0.01,0.0,0.01,0.09,100.0,,100.0,X360,Strategy,7.218873357914558
2600,Gunbird,1995.0,Atlus,0.0,0.0,0.06,0.0,0.06,100.0,,100.0,SAT,Shooter,6.86162149146575
2601,Taito Legends,2005.0,Empire Interactive,0.06,0.04,0.0,0.01,0.11,100.0,,100.0,PS2,Misc,6.968343846320238
2602,The Smurfs: Dance Party,2011.0,Ubisoft,0.22,0.04,0.0,0.02,0.29,100.0,,100.0,Wii,Misc,6.698024047914684
2603,Legend: Hand of God,2007.0,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,100.0,,100.0,PC,Role-Playing,7.447460940383219
2604,Zwei!!,2008.0,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PSP,Role-Playing,7.267700862489667
2605,Shadow The Hedgehog,2005.0,Sega,0.76,0.2,0.0,0.03,0.99,100.0,,100.0,GC,Platform,5.443
2606,ZhuZhu Puppies,2011.0,Activision,0.13,0.04,0.0,0.01,0.18,100.0,,100.0,DS,Simulation,6.979084308689082
2607,Arc the Lad III,1999.0,Sony Computer Entertainment,0.0,0.0,0.39,0.03,0.42,100.0,,100.0,PS,Role-Playing,7.5921025834178835
2608,Hot Pixel,2007.0,Atari,0.03,0.0,0.0,0.0,0.03,100.0,,100.0,PSP,Puzzle,6.461387518990986
2609,Jikkyou Powerful Pro Yakyuu Basic-han 2001,2001.0,Konami Digital Entertainment,0.0,0.0,0.12,0.04,0.16,100.0,,100.0,N64,Sports,7.370929312013089
2610,Dragon Ball Z: Shin Butouden,1995.0,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,100.0,,100.0,SAT,Fighting,6.604646254035837
2611,Age of Empires: The Age of Kings,2006.0,THQ,0.19,0.02,0.0,0.02,0.23,100.0,,100.0,DS,Strategy,7.219079475299166
2612,Real Time Conflict: Shogun Empires,2005.0,Namco Bandai Games,0.06,0.0,0.0,0.0,0.07,100.0,,100.0,DS,Strategy,7.210887746019338
2613,Baby Pals,2007.0,THQ,0.26,0.01,0.0,0.02,0.28,100.0,,100.0,DS,Simulation,7.019232337420654
2614,Haze,2008.0,Ubisoft,0.49,0.33,0.02,0.15,1.0,100.0,,100.0,PS3,Shooter,7.152508758443415
2615,Thomas the Tank Engine & Friends,2004.0,,0.13,0.05,0.0,0.0,0.19,100.0,,100.0,GBA,Adventure,7.238738674125682
2616,WSC REAL 09: World Snooker Championship,2009.0,Deep Silver,0.0,0.01,0.0,0.0,0.01,100.0,,100.0,PS3,Sports,7.0139215164148165
2617,Arctic Thunder,2001.0,Midway Games,0.17,0.14,0.0,0.05,0.36,100.0,,100.0,PS2,Racing,7.240532952796437
2618,Naruto Shippuden: Ultimate Ninja 5,2007.0,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,100.0,,100.0,PS2,Fighting,6.585466911572942
2619,InuYasha: The Secret of the Cursed Mask,2004.0,Namco Bandai Games,0.21,0.17,0.0,0.06,0.43,100.0,,100.0,PS2,Role-Playing,7.320711179694089
2620,Syphon Filter: Dark Mirror,2006.0,Sony Computer Entertainment,0.26,0.01,0.0,0.03,0.29,100.0,,100.0,PSP,Shooter,6.914130053003895
2621,One Piece: Gear Spirit,2007.0,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,100.0,,100.0,DS,Fighting,6.81541685408669
2622,Disgaea DS,2008.0,Square Enix,0.11,0.02,0.05,0.01,0.19,100.0,,100.0,DS,Role-Playing,7.565874120151276
2623,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,2010.0,Yeti,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PSP,Adventure,7.152552587814435
2624,NFL GameDay 98,1997.0,Sony Computer Entertainment,1.58,0.06,0.0,0.04,1.68,100.0,,100.0,PS,Sports,7.6
2625,Atelier Iris 3: Grand Phantasm (JP Sales),2006.0,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PS2,Role-Playing,7.119894413189082
2626,Frontlines: Fuel of War,2008.0,THQ,0.34,0.15,0.01,0.05,0.56,100.0,,100.0,X360,Shooter,7.228446952971483
2627,PriPara Mezase! Idol Grand Prix No.1!,2015.0,Takara Tomy,0.0,0.0,0.11,0.0,0.11,100.0,,100.0,3DS,Misc,6.706830204218521
2628,Tenchu: Return From Darkness,2004.0,Activision,0.16,0.05,0.0,0.01,0.21,100.0,,100.0,XB,Action,7.584325178836583
2629,Victorious Boxers: Revolution,2007.0,Ubisoft,0.07,0.0,0.06,0.01,0.14,100.0,,100.0,Wii,Fighting,7.124759579593155
2630,Princess in Love,2009.0,DTP Entertainment,0.07,0.0,0.0,0.01,0.08,100.0,,100.0,DS,Simulation,7.142386456124873
2631,Pop'n Music Portable,2010.0,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,100.0,,100.0,PSP,Misc,6.751447876494669
2632,Nanda's Island,2009.0,Phenomedia,0.04,0.0,0.0,0.0,0.05,100.0,,100.0,DS,Puzzle,6.677660488108131
2633,Let's Sing 2016,2015.0,FuRyu Corporation,0.02,0.0,0.0,0.01,0.03,100.0,,100.0,PS4,Action,6.9790854591598
2634,Pro Evolution Soccer,2001.0,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75,100.0,,100.0,PS2,Sports,8.5
2635,SNK vs. Capcom: SVC Chaos,2004.0,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,100.0,,100.0,XB,Fighting,7.384138571153512
2636,The Golden Compass,2007.0,Sega,0.28,0.25,0.0,0.06,0.6,100.0,,100.0,DS,Action,7.182165512181695
2637,Fable: The Lost Chapters,2005.0,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07,100.0,,100.0,PC,Role-Playing,7.337331343030547
2638,Science Papa,2009.0,Activision,0.12,0.01,0.0,0.01,0.14,100.0,,100.0,Wii,Misc,6.8463988789261006
2639,Titanic Mystery,2010.0,PlayV,0.05,0.02,0.0,0.01,0.08,100.0,,100.0,DS,Puzzle,6.7663572480816025
2640,Theme Park Roller Coaster,2000.0,Electronic Arts,0.23,0.18,0.0,0.06,0.48,100.0,,100.0,PS2,Strategy,7.052228599036056
2641,SimCity,1991.0,Nintendo,0.93,0.27,0.75,0.04,1.98,100.0,,100.0,SNES,Simulation,8.2
2642,Mashiro Iro Symphony: *mutsu-no-hana,2011.0,Comfort,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,PSP,Adventure,7.151499114799964
2643,Heart Catch PreCure! Oshare Collection,2010.0,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,100.0,,100.0,DS,Action,6.6767244515157245
2644,Line Rider 2: Unbound,2008.0,Deep Silver,0.07,0.0,0.0,0.01,0.08,100.0,,100.0,DS,Puzzle,6.489948875523417
2645,Dawn of Mana,2006.0,Square Enix,0.07,0.05,0.29,0.02,0.43,100.0,,100.0,PS2,Role-Playing,7.438175724181349
2646,Point Blank DS (US sales),2006.0,Atari,0.05,0.0,0.0,0.0,0.06,100.0,,100.0,DS,Shooter,6.941956464018705
2647,Extra Bases,1990.0,Namco Bandai Games,0.0,0.0,0.33,0.0,0.33,100.0,,100.0,GB,Sports,6.915182432328562
2648,Derby Tsuku: Derby Uma o Tsukurou!,2000.0,Sega,0.0,0.0,0.08,0.0,0.08,100.0,,100.0,DC,Sports,7.182358230717378
2649,Kidou Senshi Gundam 00,2008.0,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,100.0,,100.0,DS,Action,6.681193760463446
2650,Megamind: Ultimate Showdown,2010.0,THQ,0.07,0.06,0.0,0.02,0.16,100.0,,100.0,PS3,Action,7.051208932268109
2651,Space Invaders Revolution,2005.0,Rising Star Games,0.01,0.0,0.0,0.0,0.02,100.0,,100.0,DS,Shooter,6.975100111767281
2652,Spy Fox in Dry Cereal,2008.0,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,100.0,,100.0,Wii,Adventure,7.237652258738396
2653,Monster 4x4: Masters of Metal,2003.0,Ubisoft,0.14,0.11,0.0,0.04,0.28,100.0,,100.0,PS2,Racing,6.956646091142041
2654,Aliens in the Attic,2009.0,Playlogic Game Factory,0.07,0.0,0.0,0.01,0.08,100.0,,100.0,Wii,Action,7.085141867466251
2655,Harvest Moon: More Friends of Mineral Town,2003.0,Ubisoft,0.14,0.05,0.0,0.0,0.2,100.0,,100.0,GBA,Simulation,7.102550299859755
2656,Ener-G: Dance Squad,2008.0,Ubisoft,0.15,0.0,0.0,0.01,0.16,100.0,,100.0,DS,Sports,7.292588075213873
2657,Outdoors Unleashed: Alaska 3D,2011.0,Mastiff,0.01,0.0,0.0,0.0,0.01,100.0,,100.0,3DS,Sports,7.228658774073716
2658,World Series of Poker: Tournament of Champions 2007 Edition,2006.0,Activision,0.15,0.0,0.0,0.01,0.16,100.0,,100.0,X360,Misc,6.783991187853795
2659,Jikkyou Powerful Pro Yakyuu 6,1999.0,Konami Digital Entertainment,0.0,0.0,0.39,0.03,0.42,100.0,,100.0,N64,Sports,7.483594152826853
2660,Bad Boys: Miami Takedown,2004.0,Empire Interactive,0.56,0.44,0.0,0.15,1.15,100.0,,100.0,PS2,Shooter,4.4
2661,Dragon Ball Kai: Ultimate Butouden,2011.0,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,100.0,,100.0,DS,Fighting,6.98374485648895
2662,HOP,2011.0,505 Games,0.09,0.01,0.0,0.01,0.11,100.0,,100.0,DS,Platform,7.259210383416776
2663,NASCAR Thunder 2003,2003.0,Unknown,0.6,0.46,0.0,0.16,1.22,100.0,,100.0,PS2,Racing,8.1
2664,Pokemon HeartGold/Pokemon SoulSilver,2009.0,Nintendo,4.4,2.77,3.96,0.77,11.9,100.0,,100.0,DS,Action,9.221808015374902
2665,Fisherman's Challenge,2003.0,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,100.0,,100.0,PS2,Sports,7.265585066208662
2666,Tobal 2,1997.0,SquareSoft,0.0,0.0,0.35,0.02,0.37,100.0,,100.0,PS,Fighting,7.397154502320285
2667,Buffy the Vampire Slayer: Chaos Bleeds,2003.0,Vivendi Games,0.09,0.07,0.0,0.02,0.18,100.0,,100.0,PS2,Action,7.05810612667739
2668,Jikkyou Powerful Pro Yakyuu 2014,2014.0,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,100.0,,100.0,PS3,Sports,7.0896244686386805
2669,Madagascar,2005.0,Activision,0.78,0.45,0.0,0.07,1.31,100.0,,100.0,PS2,Platform,6.664
2670,NBA Live 16,2015.0,Electronic Arts,0.1,0.04,0.0,0.03,0.17,100.0,,100.0,PS4,Sports,7.192986181692679
2671,Bodycount,2011.0,Codemasters,0.05,0.06,0.0,0.02,0.12,100.0,,100.0,PS3,Shooter,7.119121153324349
2672,WCW/nWo Revenge,1998.0,THQ,1.94,0.39,0.03,0.02,2.38,100.0,,100.0,N64,Fighting,8.276
2673,Darius Burst: Chronicle Saviours,2016.0,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,PSV,Action,6.914587675172591
2674,Capcom vs. SNK 2: Mark of the Millennium 2001,2001.0,Capcom,0.22,0.17,0.3,0.06,0.75,100.0,,100.0,PS2,Fighting,8.012352943999707
2675,Harvest Moon: Friends of Mineral Town,2003.0,Ubisoft,0.34,0.13,0.11,0.01,0.59,100.0,,100.0,GBA,Simulation,7.558949620610581
2676,NBA Live 2002,2001.0,Electronic Arts,0.91,0.71,0.0,0.24,1.86,100.0,,100.0,PS2,Sports,7.049
2677,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,2007.0,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,100.0,,100.0,PSP,Shooter,7.047034435101713
2678,Donkey Kong Jr.,1983.0,Nintendo,0.33,0.07,0.7,0.01,1.11,100.0,,100.0,NES,Platform,7.5
2679,Disney's PK: Out of the Shadows,2002.0,Ubisoft,0.06,0.05,0.0,0.02,0.12,100.0,,100.0,PS2,Platform,7.102645487566875
2680,Fairy Tail: Portable Guild 2,2011.0,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,100.0,,100.0,PSP,Fighting,6.758172505292045
2681,Don King Boxing,2009.0,Take-Two Interactive,0.14,0.1,0.0,0.03,0.27,100.0,,100.0,Wii,Sports,7.285177089378308
2682,Ford Racing,2001.0,Empire Interactive,0.48,0.33,0.0,0.06,0.86,100.0,,100.0,PS,Racing,5.6
2683,Frogger 2: Swampy's Revenge,1999.0,Hasbro Interactive,0.8,0.54,0.0,0.09,1.43,100.0,,100.0,PS,Action,7.3
2684,Bio FREAKS,1998.0,GT Interactive,0.11,0.03,0.0,0.0,0.14,100.0,,100.0,N64,Action,6.894277435634365
2685,Big Brain Academy,2005.0,Nintendo,1.67,2.78,1.6,0.62,6.67,100.0,,100.0,DS,Misc,8.652595527413277
2686,TRINITY: Souls of Zill O'll,2010.0,Ubisoft Annecy,0.06,0.03,0.03,0.02,0.14,100.0,,100.0,PS3,Role-Playing,7.411299911738526
2687,Bust-A-Move Deluxe,2006.0,505 Games,0.13,0.0,0.0,0.01,0.14,100.0,,100.0,PSP,Puzzle,6.626255921099994
2688,Purr Pals,2007.0,THQ,0.18,0.36,0.0,0.02,0.56,100.0,,100.0,DS,Simulation,6.750204230732791
2689,Choro Q Marine: Q Boat,1998.0,Takara,0.0,0.0,0.05,0.0,0.06,100.0,,100.0,PS,Racing,7.133107119196407
2690,SuperCar Challenge,2009.0,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,100.0,,100.0,PS3,Racing,7.262086504406189
2691,SD Gundam G Generation-F,2000.0,Namco Bandai Games,0.0,0.0,0.36,0.02,0.38,100.0,,100.0,PS,Strategy,7.266629082928107
2692,Nobunaga's Ambition II,2015.0,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,3DS,Strategy,7.109083929770316
2693,Shin Megami Tensei II,1994.0,Atlus,0.0,0.0,0.37,0.0,0.37,100.0,,100.0,SNES,Role-Playing,7.2728190781842414
2694,Enemy Territory: Quake Wars,2008.0,Activision,0.3,0.11,0.0,0.04,0.45,100.0,,100.0,X360,Shooter,6.949469047414345
2695,Football Manager 2005,2004.0,Sega,0.0,0.01,0.0,0.0,0.01,100.0,,100.0,PC,Sports,7.109680719463666
2696,Conflict Zone,2002.0,Ubisoft,0.1,0.08,0.0,0.03,0.21,100.0,,100.0,PS2,Strategy,7.225527355173926
2697,Pro Evolution Soccer 2010,2009.0,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28,100.0,,100.0,PS3,Sports,8.642790293728957
2698,Dragon Booster,2005.0,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,100.0,,100.0,DS,Shooter,6.979352431304551
2699,Wetrix,1998.0,Ocean,0.06,0.02,0.0,0.0,0.08,100.0,,100.0,N64,Puzzle,6.469117477687794
2700,T'ai Fu: Wrath of the Tiger,1998.0,Activision,0.08,0.06,0.0,0.01,0.15,100.0,,100.0,PS,Action,6.845091060368088
2701,Atelier Iris 3: Grand Phantasm (US Sales),2006.0,Tecmo Koei,0.14,0.11,0.0,0.04,0.29,100.0,,100.0,PS2,Role-Playing,7.403377745109156
2702,Custom Robo V2,2000.0,Nintendo,0.0,0.0,0.34,0.05,0.39,100.0,,100.0,N64,Fighting,7.522885182386166
2703,Monster 4x4: Stunt Racer,2009.0,Ubisoft,0.18,0.0,0.0,0.01,0.19,100.0,,100.0,Wii,Racing,7.067478564929213
2704,Gallop & Ride!,2008.0,THQ,0.14,0.0,0.0,0.01,0.15,100.0,,100.0,Wii,Sports,6.990290247455789
2705,Tamagotchi no Doki Doki Dream Omisecchi,2013.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,3DS,Simulation,6.732542631876183
2706,Shin Sangoku Musou: Multi Raid 2,2010.0,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,100.0,,100.0,PSP,Action,6.528061104475246
2707,Anubis II,2007.0,Metro 3D,0.06,0.0,0.0,0.0,0.07,100.0,,100.0,Wii,Platform,7.198913778837536
2708,Hiiro no Kakera: Shin Tamayori Hime Denshou,2009.0,Idea Factory,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PS2,Adventure,6.998319313564873
2709,Asphalt: Urban GT,2004.0,Ubisoft,0.31,0.22,0.0,0.06,0.6,100.0,,100.0,DS,Racing,6.945891877469468
2710,Midway Arcade Treasures 2,2004.0,Midway Games,0.33,0.26,0.0,0.09,0.68,100.0,,100.0,PS2,Misc,6.881851815769727
